site,plot,species,diameter,height,weight
59,c,Poa secunda,0.7,1,0.01
65,b,PG19,1,7,0.01
67,b,Poa secunda,0.3,2,0.01
52,b,Elymus elymoides,0.3,7,0.02
57,b,Poa secunda,0.3,5,0.02
59,b,Poa secunda,0.8,3,0.02
59,b,Poa secunda,0.1,5,0.02
59,c,Poa secunda,0.6,2,0.02
59,c,Poa secunda,0.2,1,0.02
59,d,Poa secunda,0.5,2,0.02
59,d,Poa secunda,0.5,2,0.02
59,d,Poa secunda,0.4,5,0.02
59,d,Poa secunda,0.4,4,0.02
60,d,Poa secunda,0.6,1,0.02
61,a,Poa secunda,0.3,4,0.02
61,b,PG09,1.2,7,0.02
62,b,Poa secunda,0.5,3,0.02
63,b,Poa secunda,0.3,2,0.02
66,a,Poa secunda,0.6,4,0.02
67,a,Poa secunda,0.8,2,0.02
67,d,Poa secunda,0.3,3,0.02
68,b,Poa secunda,0.5,6,0.02
68,b,Poa secunda,0.5,4,0.02
68,b,Poa secunda,0.3,2,0.02
68,b,Poa secunda,0.3,4,0.02
68,c,Hesperostipa comata,0.2,9,0.02
68,c,Poa secunda,1.1,2,0.02
68,c,Poa secunda,0.4,2,0.02
68,d,Poa secunda,0.6,3,0.02
53,d,Poa secunda,0.2,7,0.03
53,d,Elymus elymoides,0.1,12,0.03
54,c,Poa secunda,0.6,3,0.03
56,b,Poa secunda,0.8,4,0.03
56,d,Poa secunda,0.9,3,0.03
58,a,Elymus elymoides,0.3,5,0.03
60,a,Poa secunda,0.5,2,0.03
60,a,Poa secunda,0.5,2,0.03
60,a,Poa secunda,0.7,2,0.03
60,c,Poa secunda,0.9,2,0.03
60,d,Poa secunda,0.5,3,0.03
60,d,Poa secunda,0.2,6,0.03
61,a,Poa secunda,0.7,4,0.03
61,b,Poa secunda,0.3,4,0.03
61,d,Poa secunda,0.4,7,0.03
61,d,Poa secunda,1,10,0.03
62,a,PG11,0.3,10,0.03
62,b,Poa secunda,0.6,3,0.03
64,b,Poa secunda,0.4,3,0.03
64,d,Poa secunda,0.2,11,0.03
64,d,Elymus elymoides,0.2,11,0.03
65,a,PG20,0.5,6,0.03
65,b,PG19,1,12,0.03
65,b,PG20,0.3,10,0.03
67,b,Poa secunda,0.2,3,0.03
67,b,Poa secunda,0.4,2,0.03
67,c,Poa secunda,0.4,5,0.03
67,c,Poa secunda,0.4,4,0.03
68,b,Poa secunda,0.6,4,0.03
68,c,Poa secunda,1.4,1,0.03
68,c,Poa secunda,0.5,1,0.03
68,c,Poa secunda,0.7,6,0.03
54,b,Achnatherum hymenoides,0.3,10,0.04
54,b,Elymus elymoides,0.4,18,0.04
54,b,Elymus elymoides,0.7,8,0.04
56,b,Poa secunda,4.1,4,0.04
56,d,Poa secunda,0.7,3,0.04
57,a,Poa secunda,0.5,3,0.04
60,a,Poa secunda,0.7,3,0.04
60,a,Poa secunda,0.2,3,0.04
60,b,Poa secunda,1,3,0.04
60,b,Poa secunda,0.9,2,0.04
60,c,Poa secunda,0.8,2,0.04
62,a,Poa secunda,0.9,2,0.04
62,b,Poa secunda,0.7,6,0.04
62,c,Poa secunda,0.8,5,0.04
62,d,Poa secunda,0.7,3,0.04
63,a,Poa secunda,1.5,4,0.04
63,a,Poa secunda,0.6,9,0.04
63,d,Poa secunda,0.7,6,0.04
65,a,PG17,1.8,3,0.04
65,b,PG20,0.7,8,0.04
65,d,PG18,0.2,14,0.04
67,b,Poa secunda,0.9,2,0.04
67,d,Pseudoroegneria spicata,1.2,8,0.04
68,a,Hesperostipa comata,0.4,7,0.04
68,b,Hesperostipa comata,0.7,7,0.04
68,b,Poa secunda,0.3,4,0.04
68,b,Poa secunda,0.6,2,0.04
68,c,Poa secunda,0.4,3,0.04
68,d,Poa secunda,0.5,2,0.04
68,d,Poa secunda,0.8,2,0.04
52,d,Poa secunda,0.6,6,0.05
55,c,Poa secunda,0.3,12,0.05
55,d,Poa secunda,0.5,4,0.05
55,d,Poa secunda,0.7,9,0.05
56,d,Poa secunda,0.4,4,0.05
58,a,Poa secunda,0.4,4,0.05
59,b,Poa secunda,0.7,3,0.05
59,c,Poa secunda,0.9,3,0.05
59,d,Poa secunda,0.8,3,0.05
59,d,Poa secunda,1.1,3,0.05
60,a,Poa secunda,0.6,3,0.05
60,d,Poa secunda,0.5,5,0.05
61,b,Poa secunda,0.6,5,0.05
62,a,PG11,0.4,9,0.05
62,b,Poa secunda,0.6,4,0.05
62,b,Poa secunda,0.5,7,0.05
63,b,Poa secunda,0.2,3,0.05
65,b,PG18,0.3,24,0.05
65,c,PG19,0.8,8,0.05
65,c,PG18,0.3,8,0.05
67,a,Poa secunda,1,3,0.05
67,b,Elymus elymoides,0.6,9,0.05
67,d,Poa secunda,0.6,6,0.05
68,b,Poa secunda,0.3,3,0.05
68,c,Poa secunda,0.8,3,0.05
68,c,Hesperostipa comata,0.5,8,0.05
68,d,Poa secunda,0.9,2,0.05
68,d,Poa secunda,0.9,4,0.05
52,b,Elymus elymoides,0.6,8,0.06
52,d,Poa secunda,0.6,4,0.06
53,c,Poa secunda,0.6,3,0.06
53,d,Poa secunda,1.1,3,0.06
54,b,Elymus elymoides,0.2,10,0.06
55,b,Poa secunda,0.8,13,0.06
56,d,Poa secunda,1.3,1,0.06
58,a,Poa secunda,1.7,6,0.06
58,a,Poa secunda,0.4,12,0.06
58,c,Elymus elymoides,0.8,5,0.06
60,a,Poa secunda,1,7,0.06
61,a,Poa secunda,1,6,0.06
61,b,PG10,0.6,9,0.06
61,c,Poa secunda,0.4,5,0.06
62,a,Poa secunda,0.5,5,0.06
62,a,Poa secunda,1.5,4,0.06
62,a,Poa secunda,0.6,3,0.06
62,b,Poa secunda,0.3,4,0.06
62,b,Poa secunda,0.5,4,0.06
64,b,Poa secunda,0.5,4,0.06
64,d,Elymus elymoides,0.2,11,0.06
65,c,PG18,0.2,16,0.06
65,d,PG19,0.8,15,0.06
67,c,Elymus elymoides,0.4,8,0.06
67,c,Elymus elymoides,0.7,7,0.06
68,a,Poa secunda,1,3,0.06
68,a,Poa secunda,1.5,4,0.06
68,b,Poa secunda,0.3,3,0.06
68,c,Hesperostipa comata,0.9,8,0.06
68,d,Poa secunda,0.9,5,0.06
53,a,Poa secunda,0.9,11,0.07
55,b,Poa secunda,4.3,4,0.07
55,c,Poa secunda,0.4,6,0.07
57,d,Poa secunda,0.6,5,0.07
59,b,Poa secunda,1.1,2,0.07
59,c,Poa secunda,1.9,2,0.07
60,c,Poa secunda,0.6,4,0.07
61,d,Poa secunda,0.7,11,0.07
61,d,Poa secunda,0.6,6,0.07
61,d,Poa secunda,0.7,5,0.07
62,a,Poa secunda,0.7,4,0.07
62,a,Poa secunda,0.8,6,0.07
62,b,Poa secunda,1.1,5,0.07
62,b,Poa secunda,1.4,2,0.07
62,b,Poa secunda,0.7,2,0.07
62,d,Poa secunda,1.2,3,0.07
64,d,Elymus elymoides,0.7,7,0.07
65,a,PG17,1.3,4,0.07
65,c,Hesperostipa comata,0.8,10,0.07
65,c,PG19,0.4,22,0.07
65,c,PG19,0.5,15,0.07
66,b,Poa secunda,0.6,5,0.07
67,b,Poa secunda,1.3,3,0.07
68,a,Poa secunda,2.1,2,0.07
68,b,Poa secunda,1.9,3,0.07
68,d,Poa secunda,0.6,4,0.07
55,a,Poa secunda,0.6,6,0.08
56,d,Elymus elymoides,0.5,18,0.08
56,d,Elymus elymoides,0.5,16,0.08
57,d,Hesperostipa comata,0.7,10,0.08
59,c,Poa secunda,0.6,5,0.08
60,a,Poa secunda,1.3,4,0.08
60,a,Poa secunda,0.8,7,0.08
60,a,Poa secunda,0.6,7,0.08
60,b,Poa secunda,1,1,0.08
60,c,Poa secunda,0.7,9,0.08
60,d,Hesperostipa comata,0.9,5,0.08
60,d,Hesperostipa comata,1.6,8,0.08
61,a,Poa secunda,1.1,2,0.08
61,b,Poa secunda,0.8,2,0.08
61,b,Poa secunda,0.9,4,0.08
61,b,Poa secunda,3.8,2,0.08
62,d,Poa secunda,2.6,3,0.08
64,b,Achnatherum hymenoides,0.5,6,0.08
64,b,Hesperostipa comata,1.4,11,0.08
64,b,Elymus elymoides,0.7,12,0.08
65,b,PG18,0.5,10,0.08
66,d,Elymus elymoides,1.3,7,0.08
66,d,Elymus elymoides,0.8,9,0.08
67,b,Poa secunda,0.5,4,0.08
67,d,Elymus elymoides,0.7,14,0.08
67,d,Poa secunda,0.6,3,0.08
68,a,Poa secunda,1,5,0.08
68,a,Poa secunda,1,4,0.08
68,a,Poa secunda,0.7,10,0.08
68,b,Hesperostipa comata,0.8,7,0.08
68,c,Poa secunda,1,5,0.08
68,c,Poa secunda,1,4,0.08
68,d,Poa secunda,0.7,2,0.08
68,d,Poa secunda,0.5,2,0.08
68,d,Hesperostipa comata,0.4,11,0.08
53,d,Elymus elymoides,0.3,14,0.09
53,d,Elymus elymoides,0.4,15,0.09
53,d,Elymus elymoides,0.2,9,0.09
55,b,Poa secunda,0.9,13,0.09
55,d,Poa secunda,0.9,3,0.09
56,a,Poa secunda,0.9,6,0.09
56,c,Poa secunda,1.1,10,0.09
56,c,Poa secunda,1.9,5,0.09
58,a,Elymus elymoides,0.7,7,0.09
58,b,Elymus elymoides,0.2,23,0.09
59,c,Poa secunda,0.7,2,0.09
60,a,Poa secunda,0.6,2,0.09
60,d,Poa secunda,0.6,9,0.09
61,a,Poa secunda,0.9,4,0.09
61,a,Poa secunda,0.2,16,0.09
61,c,Poa secunda,2.3,5,0.09
62,b,Poa secunda,0.7,5,0.09
62,b,PG11,0.3,20,0.09
62,c,Poa secunda,3,4,0.09
63,a,Poa secunda,0.6,6,0.09
64,c,Poa secunda,0.8,9,0.09
64,c,Poa secunda,0.3,9,0.09
64,d,Poa secunda,1,5,0.09
65,a,PG18,0.4,20,0.09
65,b,PG18,0.7,8,0.09
65,c,PG18,0.8,10,0.09
65,c,Hesperostipa comata,0.3,9,0.09
65,d,PG19,1.6,14,0.09
67,d,Poa secunda,0.3,4,0.09
68,a,Poa secunda,1.7,3,0.09
68,c,Poa secunda,1,5,0.09
53,c,Elymus elymoides,0.2,11,0.1
54,d,Poa secunda,0.5,7,0.1
55,c,Poa secunda,0.9,4,0.1
58,d,Elymus elymoides,0.5,13,0.1
60,a,Poa secunda,0.3,8,0.1
60,d,Poa secunda,1.2,3,0.1
61,c,Poa secunda,0.8,7,0.1
61,d,Poa secunda,0.7,4,0.1
62,a,Poa secunda,1,2,0.1
62,a,Poa secunda,2.5,4,0.1
62,b,Poa secunda,1.8,4,0.1
63,a,Poa secunda,1.3,5,0.1
63,d,Poa secunda,1.8,4,0.1
64,c,Elymus elymoides,0.6,11,0.1
64,d,Elymus elymoides,0.5,15,0.1
64,d,Poa secunda,0.7,7,0.1
65,b,PG17,2,7,0.1
65,c,PG18,0.7,19,0.1
66,b,Poa secunda,0.6,6,0.1
67,b,Poa secunda,1,3,0.1
67,b,Poa secunda,11,3,0.1
67,c,Pseudoroegneria spicata,0.5,13,0.1
68,a,Poa secunda,0.9,3,0.1
68,b,Poa secunda,2.1,3,0.1
68,b,Poa secunda,1.3,3,0.1
68,c,Poa secunda,1,3,0.1
52,d,Poa secunda,0.7,8,0.11
53,a,Elymus elymoides,0.9,11,0.11
53,b,Elymus elymoides,0.5,10,0.11
53,c,Elymus elymoides,2.2,10,0.11
55,b,Poa secunda,1.2,4,0.11
55,b,Poa secunda,1,6,0.11
55,b,Poa secunda,0.8,11,0.11
55,c,Poa secunda,1.2,4,0.11
55,d,Poa secunda,0.7,5,0.11
56,b,Poa secunda,2,13,0.11
56,c,Poa secunda,1,5,0.11
56,d,Elymus elymoides,0.5,22,0.11
57,b,Poa secunda,1.4,3,0.11
59,c,Poa secunda,0.8,4,0.11
59,d,Poa secunda,0.7,4,0.11
59,d,Poa secunda,1.4,2,0.11
59,d,Poa secunda,1.1,3,0.11
60,a,Poa secunda,0.3,6,0.11
60,a,Poa secunda,1,3,0.11
60,c,Poa secunda,0.8,3,0.11
61,b,Poa secunda,0.5,18,0.11
61,d,PG09,1.2,14,0.11
62,d,Poa secunda,1.2,4,0.11
62,d,Poa secunda,0.7,8,0.11
63,b,Poa secunda,0.3,9,0.11
64,a,Elymus elymoides,1.1,11,0.11
64,b,Hesperostipa comata,0.3,17,0.11
65,a,PG18,1,12,0.11
65,d,PG19,0.7,8,0.11
65,d,PG19,1.3,11,0.11
65,d,PG19,1.2,13,0.11
66,a,Poa secunda,0.2,6,0.11
66,d,Poa secunda,0.7,6,0.11
67,b,Poa secunda,1.2,3,0.11
68,a,Hesperostipa comata,1.1,6,0.11
68,a,Poa secunda,0.8,3,0.11
68,b,Hesperostipa comata,0.9,10,0.11
68,c,Poa secunda,1.9,4,0.11
68,d,Poa secunda,1.6,6,0.11
68,d,Poa secunda,0.6,3,0.11
54,a,Elymus elymoides,0.7,8,0.12
54,a,Elymus elymoides,1,8,0.12
55,c,Poa secunda,0.6,10,0.12
57,a,Poa secunda,1,3,0.12
57,c,Hesperostipa comata,0.5,22,0.12
57,d,Poa secunda,1.6,4,0.12
58,a,Poa secunda,0.7,6,0.12
60,b,Poa secunda,0.7,4,0.12
60,c,Poa secunda,0.8,9,0.12
63,a,PG14,1.5,12,0.12
63,b,PG14,1.7,9,0.12
64,d,Elymus elymoides,0.5,15,0.12
65,a,PG18,0.7,13,0.12
65,d,PG19,2.2,10,0.12
66,b,Elymus elymoides,0.7,13,0.12
66,d,Elymus elymoides,1,6,0.12
67,a,Poa secunda,1.1,7,0.12
67,d,Poa secunda,1,3,0.12
68,a,Elymus elymoides,0.4,15,0.12
68,a,Poa secunda,2.8,3,0.12
68,a,Poa secunda,2.3,3,0.12
68,a,Hesperostipa comata,0.7,12,0.12
68,b,Hesperostipa comata,1.3,9,0.12
68,c,Hesperostipa comata,1.8,10,0.12
68,c,Poa secunda,1.4,4,0.12
68,c,Poa secunda,1.9,4,0.12
68,c,Poa secunda,1.2,4,0.12
53,c,Hesperostipa comata,1,8,0.13
54,b,Achnatherum hymenoides,1.1,11,0.13
56,d,Poa secunda,4.8,4,0.13
57,a,Elymus elymoides,0.6,9,0.13
58,a,Elymus elymoides,0.5,11,0.13
59,c,Poa secunda,0.6,5,0.13
59,d,Poa secunda,0.6,5,0.13
60,a,Poa secunda,1.6,3,0.13
60,a,Poa secunda,1.5,3,0.13
60,d,Poa secunda,0.4,7,0.13
62,b,Poa secunda,0.8,6,0.13
62,d,Poa secunda,0.3,15,0.13
64,d,Achnatherum hymenoides,0.4,10,0.13
65,a,PG18,0.7,16,0.13
65,c,PG18,0.3,16,0.13
65,c,Hesperostipa comata,0.6,17,0.13
65,c,PG19,1,16,0.13
65,c,Hesperostipa comata,0.7,9,0.13
65,d,PG19,1,16,0.13
66,a,Poa secunda,0.6,10,0.13
66,d,Elymus elymoides,0.5,14,0.13
67,a,Poa secunda,0.9,4,0.13
68,a,Poa secunda,0.4,3,0.13
68,a,Poa secunda,1.7,5,0.13
68,a,Elymus elymoides,0.5,12,0.13
68,b,Hesperostipa comata,1.5,7,0.13
68,b,Elymus elymoides,0.8,7,0.13
68,d,Poa secunda,0.9,2,0.13
68,d,Hesperostipa comata,1.2,11,0.13
53,a,Poa secunda,0.3,9,0.14
53,a,Elymus elymoides,1.3,11,0.14
54,b,Elymus elymoides,0.2,10,0.14
55,c,Elymus elymoides,0.4,13,0.14
56,b,Poa secunda,2.5,5,0.14
56,c,Poa secunda,2,5,0.14
56,c,Poa secunda,0.8,3,0.14
57,a,Poa secunda,0.5,6,0.14
57,a,Poa secunda,0.7,4,0.14
58,a,Poa secunda,1.1,7,0.14
58,c,Elymus elymoides,0.7,18,0.14
60,a,Poa secunda,1.6,3,0.14
60,b,Hesperostipa comata,1.5,7,0.14
60,c,Poa secunda,1.3,3,0.14
60,c,Poa secunda,3,14,0.14
60,d,Poa secunda,1.1,3,0.14
61,b,PG09,1.1,16,0.14
61,b,Poa secunda,0.8,5,0.14
61,d,Poa secunda,1.4,3,0.14
62,c,Poa secunda,1.9,5,0.14
62,d,Poa secunda,1,5,0.14
63,b,Poa secunda,1.2,3,0.14
65,a,PG19,0.7,15,0.14
65,a,PG19,1,24,0.14
65,b,PG20,1.5,7,0.14
65,c,PG18,0.5,18,0.14
65,c,PG18,0.7,17,0.14
65,d,PG19,1.2,11,0.14
66,a,Poa secunda,1.2,7,0.14
67,b,Elymus elymoides,0.7,8,0.14
67,d,Poa secunda,1.8,4,0.14
68,b,Poa secunda,0.7,5,0.14
68,b,Poa secunda,0.6,2,0.14
52,b,Elymus elymoides,0.9,10,0.15
53,c,Poa secunda,1,10,0.15
53,d,Poa secunda,0.9,7,0.15
55,a,Poa secunda,1,4,0.15
55,b,Poa secunda,2.6,7,0.15
55,c,Poa secunda,0.9,10,0.15
55,c,Poa secunda,0.7,6,0.15
56,b,Poa secunda,2.2,11,0.15
57,a,Poa secunda,1.5,9,0.15
57,d,Poa secunda,2.1,6,0.15
58,a,Elymus elymoides,0.6,15,0.15
58,c,Elymus elymoides,0.5,20,0.15
59,b,Poa secunda,0.6,8,0.15
59,d,Poa secunda,1.2,4,0.15
60,b,Poa secunda,2.2,4,0.15
60,b,Poa secunda,3.8,3,0.15
60,c,Poa secunda,0.6,7,0.15
61,b,Poa secunda,1.2,7,0.15
61,c,Poa secunda,1.4,6,0.15
61,c,Poa secunda,3.2,3,0.15
62,a,Poa secunda,1.5,4,0.15
63,d,Poa secunda,0.8,9,0.15
64,a,Hesperostipa comata,2,9,0.15
65,a,PG17,0.3,9,0.15
65,b,PG17,1.1,7,0.15
65,b,PG20,0.9,7,0.15
66,a,Poa secunda,2.6,6,0.15
66,b,Achnatherum hymenoides,0.8,13,0.15
66,c,Elymus elymoides,1.1,14,0.15
67,b,Poa secunda,1.8,15,0.15
67,b,Poa secunda,1.2,3,0.15
67,b,Poa secunda,1.3,6,0.15
68,a,Poa secunda,4,2,0.15
68,c,Hesperostipa comata,1.5,10,0.15
68,d,Poa secunda,3.7,7,0.15
53,c,Elymus elymoides,2.3,4,0.16
54,b,Elymus elymoides,0.4,9,0.16
54,b,Elymus elymoides,0.8,13,0.16
55,a,Poa secunda,2.8,3,0.16
56,c,Poa secunda,3.5,5,0.16
56,c,Poa secunda,0.8,5,0.16
56,c,Poa secunda,1.8,4,0.16
56,c,Hesperostipa comata,1.6,13,0.16
57,b,Poa secunda,2.6,7,0.16
59,b,Poa secunda,1,7,0.16
59,c,Poa secunda,1,2,0.16
59,c,Poa secunda,0.7,11,0.16
60,a,Poa secunda,2.4,4,0.16
60,d,Hesperostipa comata,1.6,12,0.16
61,c,Poa secunda,1.4,2,0.16
62,a,Poa secunda,0.6,3,0.16
62,a,PG11,1.1,17,0.16
62,a,Poa secunda,2.3,6,0.16
62,a,Poa secunda,0.6,5,0.16
62,d,Poa secunda,0.6,10,0.16
63,a,Poa secunda,3.6,4,0.16
63,a,Poa secunda,1.1,8,0.16
63,a,Poa secunda,3.3,3,0.16
64,c,Elymus elymoides,0.3,18,0.16
64,d,Elymus elymoides,0.3,17,0.16
65,c,PG18,0.5,19,0.16
66,c,Elymus elymoides,0.3,12,0.16
66,c,Elymus elymoides,0.8,12,0.16
66,d,Elymus elymoides,0.7,8,0.16
67,c,Poa secunda,2.4,2,0.16
67,c,Poa secunda,0.7,4,0.16
68,a,Poa secunda,1.3,4,0.16
68,c,Hesperostipa comata,1,8,0.16
68,c,Poa secunda,1.9,3,0.16
53,d,Poa secunda,3.6,7,0.17
53,d,Elymus elymoides,0.6,14,0.17
54,c,Poa secunda,1,7,0.17
56,a,Poa secunda,1.3,3,0.17
56,b,Poa secunda,1,3,0.17
58,a,Elymus elymoides,0.4,19,0.17
58,b,Elymus elymoides,1.6,10,0.17
58,c,Elymus elymoides,0.5,22,0.17
59,a,Poa secunda,0.7,5,0.17
60,c,Poa secunda,2.1,4,0.17
60,d,Poa secunda,2.3,3,0.17
62,a,Poa secunda,2.2,3,0.17
62,a,Poa secunda,2.5,13,0.17
63,b,Poa secunda,1.4,4,0.17
63,c,PG14,1.2,15,0.17
64,a,Hesperostipa comata,1.7,13,0.17
64,c,Poa secunda,0.5,7,0.17
65,a,PG18,1.3,17,0.17
66,a,Poa secunda,1.3,10,0.17
66,b,Elymus elymoides,0.8,15,0.17
66,d,Poa secunda,0.5,9,0.17
67,a,Elymus elymoides,6,13,0.17
67,a,Poa secunda,1.2,6,0.17
67,c,Elymus elymoides,1,17,0.17
68,b,Poa secunda,1.1,2,0.17
68,b,Poa secunda,3.8,3,0.17
53,b,Poa secunda,1,3,0.18
53,d,Poa secunda,1,6,0.18
54,b,Elymus elymoides,0.6,13,0.18
55,d,Poa secunda,1.4,7,0.18
56,d,Hesperostipa comata,1.7,10,0.18
57,a,Hesperostipa comata,1.1,11,0.18
57,a,Poa secunda,2.6,3,0.18
57,a,Elymus elymoides,1,8,0.18
58,d,Elymus elymoides,1,19,0.18
59,d,Poa secunda,4.4,4,0.18
60,b,Poa secunda,1.2,3,0.18
60,c,Poa secunda,1.6,3,0.18
60,d,Hesperostipa comata,1.1,10,0.18
61,c,Poa secunda,3.4,3,0.18
61,c,Poa secunda,2,3,0.18
61,d,agropyron cristatum,1.5,13,0.18
62,d,Poa secunda,2.8,7,0.18
62,d,Poa secunda,1,3,0.18
63,a,PG14,1.1,29,0.18
63,c,Poa secunda,1.4,5,0.18
64,a,Achnatherum hymenoides,0.6,22,0.18
64,b,Achnatherum hymenoides,2.1,11,0.18
64,c,Poa secunda,0.5,18,0.18
64,d,Poa secunda,1.1,6,0.18
65,a,PG20,0.8,12,0.18
65,a,PG18,1.4,11,0.18
66,a,Poa secunda,2.1,3,0.18
66,a,Poa secunda,0.6,8,0.18
66,c,Elymus elymoides,0.7,12,0.18
66,d,Elymus elymoides,1.1,19,0.18
68,a,Hesperostipa comata,1.7,6,0.18
68,b,Hesperostipa comata,0.3,22,0.18
68,d,Poa secunda,0.8,2,0.18
68,d,Poa secunda,1.2,3,0.18
54,b,Elymus elymoides,0.8,12,0.19
55,b,Elymus elymoides,1.2,12,0.19
55,c,Poa secunda,0.8,10,0.19
56,a,Poa secunda,0.8,12,0.19
57,a,Elymus elymoides,0.9,18,0.19
58,c,Elymus elymoides,0.8,13,0.19
60,c,Poa secunda,0.1,7,0.19
60,d,Poa secunda,3.9,2,0.19
62,b,PG11,1.1,13,0.19
62,b,Elymus elymoides,0.6,11,0.19
62,b,Poa secunda,1.2,7,0.19
63,b,Poa secunda,1.1,4,0.19
63,c,Poa secunda,1.1,3,0.19
64,b,Elymus elymoides,1.1,9,0.19
66,c,Elymus elymoides,0.3,7,0.19
67,a,Elymus elymoides,1,14,0.19
67,c,Poa secunda,0.3,25,0.19
68,a,Poa secunda,4.5,3,0.19
68,b,Poa secunda,2.3,3,0.19
68,d,Poa secunda,3.3,3,0.19
68,d,Poa secunda,1.3,2,0.19
53,c,Poa secunda,2.1,7,0.2
53,d,Poa secunda,0.8,7,0.2
54,b,Elymus elymoides,0.6,15,0.2
56,b,Poa secunda,3.2,3,0.2
57,b,Poa secunda,2.1,3,0.2
57,d,Poa secunda,1.5,8,0.2
58,a,Poa secunda,0.8,9,0.2
58,c,Elymus elymoides,0.5,23,0.2
59,a,Poa secunda,2.2,6,0.2
59,d,Poa secunda,0.9,6,0.2
60,a,Poa secunda,1.4,3,0.2
60,a,Poa secunda,0.3,11,0.2
60,d,Poa secunda,1,3,0.2
61,c,Poa secunda,0.9,11,0.2
62,a,Poa secunda,1,5,0.2
62,b,Poa secunda,0.5,17,0.2
62,c,Poa secunda,1.6,5,0.2
63,b,Poa secunda,1.2,5,0.2
63,d,Poa secunda,1,6,0.2
64,a,Poa secunda,1.2,4,0.2
64,b,Elymus elymoides,0.5,21,0.2
64,c,Poa secunda,1.2,6,0.2
65,a,PG19,1.1,25,0.2
65,c,PG19,1.3,11,0.2
65,c,PG17,1.4,12,0.2
66,a,Elymus elymoides,1.7,7,0.2
53,a,Poa secunda,1.5,4,0.21
53,b,Poa secunda,2.9,6,0.21
55,b,Elymus elymoides,1.5,10,0.21
55,c,Poa secunda,1.2,15,0.21
56,d,Poa secunda,0.7,7,0.21
57,b,Poa secunda,0.5,10,0.21
57,c,Poa secunda,4.1,2,0.21
58,a,Elymus elymoides,0.4,11,0.21
59,c,Poa secunda,1.4,7,0.21
60,b,Hesperostipa comata,2.1,8,0.21
61,a,PG10,1.2,9,0.21
62,a,Poa secunda,2,7,0.21
62,c,Poa secunda,1,8,0.21
63,b,Poa secunda,3.8,5,0.21
63,c,PG15,0.6,18,0.21
64,b,Achnatherum hymenoides,0.2,27,0.21
64,b,Elymus elymoides,0.6,22,0.21
64,b,Hesperostipa comata,0.7,19,0.21
64,c,Poa secunda,1.8,7,0.21
65,a,Elymus elymoides,1.1,20,0.21
65,c,PG19,1.4,19,0.21
65,d,PG18,0.8,16,0.21
66,a,Elymus elymoides,0.7,14,0.21
66,d,Elymus elymoides,0.8,13,0.21
67,c,Elymus elymoides,0.5,19,0.21
68,a,Poa secunda,4.1,3,0.21
68,b,Elymus elymoides,1,12,0.21
68,c,Poa secunda,1.2,9,0.21
68,d,Poa secunda,1.5,4,0.21
52,c,Achnatherum hymenoides,0.7,17,0.22
54,d,Elymus elymoides,0.8,16,0.22
55,b,Poa secunda,0.7,15,0.22
55,d,Elymus elymoides,0.6,15,0.22
55,d,Poa secunda,0.8,10,0.22
56,a,Poa secunda,0.7,18,0.22
56,c,Poa secunda,2.2,5,0.22
57,a,Poa secunda,3.6,6,0.22
58,a,Poa secunda,0.9,9,0.22
58,a,Poa secunda,2.1,11,0.22
58,b,Achnatherum hymenoides,1,10,0.22
59,b,Poa secunda,1.2,7,0.22
59,b,Poa secunda,1.5,13,0.22
59,d,Poa secunda,1.5,4,0.22
59,d,Poa secunda,1.2,6,0.22
60,b,Poa secunda,1.5,6,0.22
60,c,Hesperostipa comata,1,12,0.22
60,c,Poa secunda,2.5,4,0.22
60,c,Poa secunda,1.7,3,0.22
60,c,Hesperostipa comata,0.8,17,0.22
60,c,Hesperostipa comata,1.5,9,0.22
61,b,Poa secunda,2.2,4,0.22
61,c,Poa secunda,1.7,2,0.22
62,a,Poa secunda,0.4,6,0.22
62,a,Poa secunda,0.5,7,0.22
63,a,Elymus elymoides,1.3,15,0.22
63,b,PG14,1,13,0.22
64,a,Poa secunda,1.4,18,0.22
64,b,Elymus elymoides,0.3,20,0.22
65,a,PG18,0.9,15,0.22
65,b,PG19,1.5,20,0.22
65,c,PG19,1.2,26,0.22
66,a,Poa secunda,1.2,8,0.22
66,b,Elymus elymoides,0.6,14,0.22
66,d,Poa secunda,0.7,8,0.22
68,a,Hesperostipa comata,1.4,11,0.22
68,a,Poa secunda,1.5,5,0.22
52,b,Poa secunda,1.1,6,0.23
53,b,Poa secunda,2.1,9,0.23
53,d,Poa secunda,0.9,12,0.23
53,d,Elymus elymoides,0.5,19,0.23
54,b,Elymus elymoides,0.8,11,0.23
55,a,Poa secunda,1.3,3,0.23
55,a,Elymus elymoides,1.5,8,0.23
55,a,Poa secunda,0.5,14,0.23
56,c,Elymus elymoides,2,13,0.23
56,c,Poa secunda,2.6,5,0.23
56,c,Poa secunda,1.4,5,0.23
57,b,Poa secunda,1.9,4,0.23
59,b,Poa secunda,1.6,5,0.23
59,d,Poa secunda,0.5,6,0.23
61,a,PG10,3.6,6,0.23
61,a,Poa secunda,2,3,0.23
61,a,Poa secunda,2.4,3,0.23
61,a,PG10,1.2,17,0.23
61,b,Poa secunda,1.2,6,0.23
61,c,Poa secunda,1.6,3,0.23
61,c,PG09,1,12,0.23
61,d,Poa secunda,2.8,7,0.23
62,a,Poa secunda,1.2,3,0.23
62,b,Poa secunda,1.1,10,0.23
62,d,Poa secunda,3.3,8,0.23
